order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,total_amount
1577,334,2024-03-29,Completed,Credit Card,39247 Margaret Forest,Tammyside,VA,06329,USA,9576.12
1578,397,2024-11-18,Completed,Credit Card,9906 Nguyen Lock Apt. 646,Derekview,DE,61371,USA,5167.8
1579,477,2024-08-30,Completed,PayPal,7121 Dillon Road Apt. 229,West Amanda,IL,25199,USA,14082.61
1580,722,2024-05-20,Completed,Credit Card,0508 Austin Hollow,Larsenside,NV,74934,USA,7056.99
1581,266,2024-10-17,Completed,PayPal,634 Lopez Forest Apt. 807,Kimberlyborough,MD,60253,USA,1990.8
1582,510,2024-04-14,Completed,Credit Card,426 Dickson Estates,West Victoria,CT,25330,USA,3848.91
1583,137,2024-12-02,Completed,Credit Card,229 Palmer Inlet,North Lauramouth,CA,22615,USA,5363.29
1584,101,2024-02-16,Processing,Credit Card,5105 Connie Square,Austinfurt,ME,06845,USA,5207.52
1585,919,2023-05-12,Completed,Credit Card,1475 Becker Mews Suite 957,Brownborough,MT,92143,USA,13974.490000000002
1586,753,2024-08-07,Completed,PayPal,918 Mark Loaf,Lauraberg,IN,13280,USA,6758.110000000001
1587,194,2024-11-09,Completed,Credit Card,9569 Wilson Bypass Apt. 648,South Williamfurt,FL,92992,USA,8194.74
1588,631,2024-11-22,Completed,PayPal,68125 Pedro Freeway Apt. 642,Leeberg,VA,71863,USA,11232.77
1589,20,2024-12-09,Completed,PayPal,6529 Dana Fields Apt. 458,New Teresaberg,WA,59691,USA,3516.88
1590,65,2024-10-29,Returned,PayPal,77240 Carlson Manors,New Timothyfort,PR,01242,USA,5735.360000000001
1591,200,2024-08-28,Completed,PayPal,250 Jasmine Heights Apt. 788,Gatesberg,PA,75381,USA,1775.25
1592,934,2024-10-09,Processing,PayPal,96131 Garner Greens,Christianside,MA,19240,USA,4832.15
1593,505,2023-12-30,Completed,Credit Card,470 Porter Green,Cindymouth,CO,06298,USA,3991.17
1594,283,2024-05-14,Completed,Credit Card,21950 Chan Plains,Port Stephen,TN,32697,USA,94.01
1595,640,2024-09-13,Completed,Debit,1832 Lori Spurs Suite 797,Port Shariville,NH,71642,USA,301.32
1596,898,2024-10-27,Completed,Credit Card,87590 Blankenship Creek Suite 122,Haleborough,NE,69952,USA,2208.44
1597,170,2024-12-27,Completed,Credit Card,50925 Robinson Walk,South Mary,AK,52056,USA,3759.67
1598,136,2023-11-20,Completed,Credit Card,28438 Alexander Pines Suite 007,Jenniferfurt,ME,01395,USA,63.18
1599,701,2024-11-11,Completed,PayPal,7303 Jimenez Mountains Apt. 034,Nataliechester,VA,93547,USA,12106.630000000001
1600,360,2023-08-11,Completed,Credit Card,3453 Turner Lights,South Davidhaven,MP,88049,USA,6330.97
1601,936,2023-08-20,Completed,Credit Card,6237 Thornton Throughway Apt. 041,Juarezfurt,GU,99187,USA,9246.4
1602,608,2023-10-06,Completed,Credit Card,87401 Johnson Rue Apt. 149,Lake Vernon,AS,39429,USA,5167.87
1603,761,2024-02-10,Completed,PayPal,69444 George Parkways Suite 886,West Michaelberg,CA,73560,USA,9766.55
1604,470,2023-09-10,Cancelled,PayPal,927 Lambert Loop Apt. 153,Ramseychester,OR,55754,USA,16031.16
1605,952,2024-10-12,Completed,Credit Card,79664 Mary Springs Suite 872,Tranmouth,GU,30878,USA,5731.1900000000005
1606,900,2024-05-21,Cancelled,Credit Card,44149 Hanson Walks,New Kellyland,DE,38939,USA,2030.9
1607,836,2024-09-21,Completed,Debit,51986 Ross Squares Suite 507,Williamberg,DE,34869,USA,10258.3
1608,264,2024-08-08,Completed,Credit Card,64182 Patterson Mills,North Mark,MN,96654,USA,16050.949999999999
1609,353,2023-12-07,Completed,Credit Card,0611 Nelson Burgs,South Jacob,PW,29193,USA,8934.02
1610,880,2024-09-07,Completed,Credit Card,49195 Donald Center Apt. 289,Jacksonton,AK,11673,USA,705.63
1611,79,2024-07-25,Completed,Credit Card,30776 Miller Skyway Suite 528,Tylerport,NY,21707,USA,12574.12
1612,277,2024-10-31,Cancelled,Credit Card,6513 Kerry Locks Apt. 002,Mistymouth,ND,47251,USA,14236.560000000001
1613,536,2023-09-11,Cancelled,PayPal,03422 Brian Walk,Nicolechester,KY,21413,USA,3769.7799999999997
1614,510,2024-11-04,Completed,Credit Card,426 Dickson Estates,West Victoria,CT,25330,USA,747.78
1615,976,2024-11-22,Completed,Credit Card,493 Jose Pike Suite 164,Teresatown,AR,55150,USA,5325.84
1616,79,2024-08-01,Completed,Debit,30776 Miller Skyway Suite 528,Tylerport,NY,21707,USA,10060.8
1617,842,2024-10-21,Completed,Credit Card,4818 Irwin Lakes,Jamesview,ND,97359,USA,372.97
1618,955,2024-07-05,Completed,Credit Card,6270 Scott Cove Apt. 417,Saraview,KY,08484,USA,4033.92
1619,647,2023-11-18,Completed,PayPal,4721 Rush Point,Gregorybury,GA,37013,USA,10272.900000000001
1620,433,2024-12-14,Completed,Debit,0706 Walter Square Apt. 196,Jenniferberg,CT,82774,USA,5874.06
1621,408,2024-04-09,Processing,PayPal,6379 Hicks Trail Apt. 056,New Barbaraberg,NH,91040,USA,4655.299999999999
1622,468,2024-11-03,Completed,Credit Card,353 Moore Turnpike,New Jeffreychester,MH,79767,USA,2901.88
1623,81,2023-09-29,Completed,PayPal,996 Danielle Walks Suite 668,North Nicholas,KY,73013,USA,8554.92
1624,843,2024-11-28,Processing,Debit,77965 Colleen Crossroad,Mcculloughmouth,NM,96741,USA,9103.37
1625,979,2023-12-30,Completed,Debit,8437 Sullivan Way,Harveyfurt,AL,20270,USA,4030.98
1626,116,2024-06-07,Completed,Credit Card,06049 Spencer Parkways Apt. 780,Port Richard,WV,59162,USA,426.27
1627,580,2024-09-13,Completed,PayPal,6474 Jenna Village Suite 959,New Jamesfort,NH,03417,USA,3506.7799999999997
1628,723,2024-09-20,Completed,Credit Card,80204 Ford Curve,West Caroline,WI,20889,USA,10673.83
1629,83,2023-10-20,Completed,Credit Card,880 Alexander Hill Suite 853,East Andrew,ND,73999,USA,981.95
1630,671,2024-11-18,Completed,Credit Card,47540 Stacy Forges,Michaelshire,UT,14557,USA,965.8900000000001
1631,50,2024-06-23,Completed,Credit Card,934 Brewer Camp,Leroyview,GU,46335,USA,1898.68
1632,943,2024-08-22,Completed,Credit Card,3094 Rose Bridge Suite 220,East Deborah,MO,73839,USA,2631.73
1633,626,2024-08-29,Processing,PayPal,0681 Dyer Green Suite 414,Powersfort,DE,65806,USA,13577.800000000001
1634,211,2024-11-18,Completed,Credit Card,45017 Richardson Drive Apt. 378,Andersonland,WA,29960,USA,1656.11
1635,889,2024-06-19,Completed,Credit Card,538 Wall Lights Suite 790,Jonesside,UT,07185,USA,4463.76
1636,352,2024-08-05,Completed,Debit,006 Cannon Ford Suite 396,East Nathan,SC,84384,USA,12395.4
1637,8,2024-12-30,Processing,Credit Card,9435 Davis Coves,East Deborahstad,WA,81751,USA,17899.63
1638,774,2024-09-19,Completed,PayPal,3873 Katherine Mountains Suite 576,Jefffurt,WA,39174,USA,11030.2
1639,746,2024-11-23,Completed,Credit Card,049 Mary Rue Suite 820,North Tara,NC,76673,USA,2824.76
1640,753,2023-08-26,Completed,Credit Card,918 Mark Loaf,Lauraberg,IN,13280,USA,2865.47
1641,452,2024-11-24,Completed,Credit Card,36016 Morris Extensions Apt. 111,Pattersonchester,DC,02936,USA,4547.76
1642,648,2023-11-03,Completed,PayPal,67686 Thomas Track,Lauraton,MP,07731,USA,4825.89
1643,117,2024-11-10,Completed,PayPal,09963 Ashlee Creek Apt. 490,Port Lauren,AL,68351,USA,3177.1
1644,136,2024-08-21,Completed,PayPal,28438 Alexander Pines Suite 007,Jenniferfurt,ME,01395,USA,1901.07
1645,696,2024-03-23,Completed,Credit Card,1818 Zachary Inlet Suite 024,Barberbury,MT,64171,USA,1703.76
1646,139,2024-05-17,Completed,Credit Card,95714 Hancock Springs,West Samantha,MS,52616,USA,3630.4
1647,131,2024-03-18,Cancelled,Credit Card,7879 Mendez Junction Apt. 712,West Johnbury,IN,09041,USA,1150.77
1648,959,2024-08-24,Completed,Credit Card,38325 Mark Extensions Apt. 630,Lauraton,MD,64683,USA,5333.25
1649,311,2023-04-22,Completed,PayPal,499 Judy Turnpike,Lake Jesusside,GA,11130,USA,4442.1900000000005
1650,955,2024-09-13,Cancelled,PayPal,6270 Scott Cove Apt. 417,Saraview,KY,08484,USA,13826.1
1651,954,2024-12-11,Completed,Credit Card,749 Hunter Ford,New Jacqueline,AL,06604,USA,878.64
1652,778,2024-07-27,Completed,Credit Card,5369 Trevino Mews Apt. 687,Webbshire,PW,56995,USA,1690.3600000000001
1653,875,2024-08-27,Completed,Credit Card,2658 Chang Lane Suite 157,Melindachester,VI,16974,USA,344.91
1654,324,2024-01-22,Completed,Credit Card,2845 William Estates Apt. 466,North Stephen,PW,19684,USA,1110.1100000000001
1655,855,2024-12-11,Cancelled,Credit Card,221 Amy Streets,North Justinside,PA,37172,USA,3573.01
1656,287,2024-09-10,Completed,Credit Card,731 Lewis Radial Suite 594,West Stephanieland,MD,10565,USA,5230.21
1657,791,2024-07-30,Completed,Credit Card,969 Evan Locks,Donaldland,OK,90270,USA,5183.860000000001
1658,924,2024-11-22,Processing,PayPal,738 Shannon Forge Suite 147,Port Penny,MA,57344,USA,9156.52
1659,988,2024-09-29,Completed,Debit,344 Owens Square,South Amanda,WY,80327,USA,9003.51
1660,510,2024-09-30,Completed,Credit Card,426 Dickson Estates,West Victoria,CT,25330,USA,4325.94
1661,194,2024-09-10,Completed,Credit Card,9569 Wilson Bypass Apt. 648,South Williamfurt,FL,92992,USA,7200.37
1662,573,2024-02-01,Completed,Credit Card,7416 Larson Point,Lake Brenda,NY,59492,USA,6397.52
1663,205,2024-10-07,Processing,Credit Card,34922 Pamela Ports Apt. 145,South Jamiechester,SD,67064,USA,3553.87
1664,396,2023-08-23,Completed,Credit Card,325 Joshua Forges,Lake Robin,IA,19345,USA,4109.72
1665,459,2024-11-25,Completed,Credit Card,85675 Brenda Spring,Michaelborough,OH,39406,USA,666.39
1666,889,2024-09-04,Completed,Credit Card,538 Wall Lights Suite 790,Jonesside,UT,07185,USA,6143.93
1667,718,2023-11-27,Completed,Credit Card,459 Brown Isle Apt. 586,New Scottland,CO,60784,USA,3388.66
1668,753,2024-08-02,Completed,Credit Card,918 Mark Loaf,Lauraberg,IN,13280,USA,18861.800000000003
1669,305,2024-12-19,Completed,Credit Card,39011 Kevin Isle Suite 363,New Courtney,OR,20767,USA,5695.04
1670,243,2024-09-21,Completed,Credit Card,2235 Megan Gateway,West John,MH,55991,USA,899.32
1671,385,2024-12-30,Cancelled,Credit Card,048 Tammy Locks Suite 849,Tabithastad,MS,01875,USA,5695.16
1672,403,2024-07-03,Cancelled,Credit Card,983 Shannon Port,Gabrielleside,MN,71255,USA,3645.62
1673,352,2024-06-17,Completed,Credit Card,92634 Erin Hills,Lake Bryanside,VA,00806,USA,12792.08
1674,868,2024-08-03,Completed,Credit Card,32396 Brown Lock,Patriciaview,CT,92529,USA,5166.200000000001
1675,996,2024-11-04,Completed,Credit Card,9210 James Oval Apt. 770,Hubbardbury,MI,77221,USA,5666.1
1676,645,2024-12-12,Completed,Credit Card,9577 Lindsey Lakes,Valdezstad,NM,46165,USA,13846.18
1677,708,2024-11-20,Completed,Credit Card,4509 Randall Bridge,Michelleville,KS,45225,USA,12815.470000000001
1678,37,2024-09-09,Completed,Credit Card,089 Moore Oval,Port Jeffreybury,NJ,16001,USA,1335.43
1679,395,2023-10-25,Completed,Credit Card,231 Christopher Streets,Andreaton,VT,56828,USA,9141.64
1680,594,2024-11-20,Completed,PayPal,288 Lambert Key,North Wanda,CT,20195,USA,7050.83
1681,429,2024-04-10,Cancelled,PayPal,323 Gross Vista,Karenport,UT,20801,USA,2663.0499999999997
1682,827,2024-08-12,Completed,PayPal,59746 Lewis Ferry,West Brendan,VT,30558,USA,5813.84
1683,201,2023-11-04,Processing,Credit Card,041 Bryan Club Suite 926,Lake Larry,GA,88826,USA,10053.279999999999
1684,970,2024-10-01,Completed,Credit Card,2129 Gallagher Alley Apt. 611,Thompsonshire,NJ,70263,USA,5096.6900000000005
1685,65,2024-11-19,Completed,PayPal,77240 Carlson Manors,New Timothyfort,PR,01242,USA,12727.54
1686,810,2024-08-05,Cancelled,Debit,54812 Debbie Pike,North Heatherstad,TX,17246,USA,13098.82
1687,232,2024-05-01,Completed,Credit Card,64675 Mendoza Courts,East Megan,MO,00752,USA,2346.44
1688,855,2024-02-20,Processing,Debit,3988 James Trail Suite 926,Port Kristina,MN,98053,USA,5278.02
1689,497,2023-10-20,Completed,Credit Card,025 Harris Brook,New Christopher,NH,23372,USA,3306.88
1690,149,2024-04-26,Completed,Credit Card,6201 Hernandez Circles,New Chelsea,NV,63368,USA,575.03
1691,788,2024-05-25,Completed,PayPal,888 Allen Springs Suite 957,South Valerieview,NJ,52376,USA,10807.14
1692,714,2024-08-26,Completed,Credit Card,627 Aguirre Spring Apt. 189,South Dennis,WV,22244,USA,139.83
1693,643,2023-09-12,Completed,Credit Card,388 Megan Cape Apt. 181,East Christian,MA,59089,USA,13222.24
1694,687,2024-09-18,Completed,Credit Card,9904 Sutton Green Apt. 645,Leachstad,AL,45555,USA,3151.77
1695,778,2024-11-05,Cancelled,Credit Card,283 Erika Wall Suite 482,Nicoleshire,SC,17290,USA,1579.02
1696,268,2024-11-08,Completed,Credit Card,79427 Jennifer Branch,Woodmouth,WY,44151,USA,7246.53
1697,373,2024-11-22,Completed,Credit Card,600 Rodriguez Curve,West Josephberg,IA,63104,USA,3521.74
1698,937,2024-09-17,Returned,Credit Card,814 Matthew Plain Apt. 774,New Nicholasland,NY,98538,USA,11010.41
1699,858,2023-10-19,Completed,Credit Card,13023 Lowery Trail,South Peterview,GA,48198,USA,1798.1
1700,363,2024-10-12,Completed,Credit Card,6656 Ruiz Cliffs,Bakerland,MN,47589,USA,5200.06
1701,643,2024-01-04,Processing,Credit Card,388 Megan Cape Apt. 181,East Christian,MA,59089,USA,2921.1099999999997
1702,259,2024-09-13,Completed,Credit Card,540 Gina Fort Suite 137,Port Sarahland,NE,04674,USA,6104.49
1703,384,2024-08-11,Completed,Credit Card,57554 Brittany Trail,Jimenezside,OH,95833,USA,9446.55
1704,333,2023-06-10,Returned,PayPal,606 Miles Ville Suite 720,Port Jill,MD,98021,USA,13414.72
1705,571,2024-06-17,Completed,PayPal,1547 Fuller Grove Suite 629,Thompsonbury,DE,61564,USA,5609.780000000001
1706,733,2023-09-22,Returned,Credit Card,963 Moody Ports Apt. 368,Roberttown,MS,26512,USA,4255.5599999999995
1707,760,2023-08-15,Completed,PayPal,9438 Christopher Land Apt. 946,East Andrew,ID,69886,USA,5098.96
1708,231,2024-12-19,Cancelled,Credit Card,322 David Rapids Suite 965,Ramosview,OK,61120,USA,7039.129999999999
1709,189,2023-09-02,Completed,Credit Card,247 Watson Freeway Apt. 740,Lewishaven,AK,80447,USA,8379.76
1710,408,2023-12-06,Completed,PayPal,6379 Hicks Trail Apt. 056,New Barbaraberg,NH,91040,USA,5073.2
1711,686,2023-12-24,Completed,Debit,1317 Mcintyre Station,Spearston,OR,28084,USA,7905.66
1712,410,2024-06-02,Completed,Debit,01059 Manuel Motorway Suite 803,Crawfordtown,PA,50094,USA,142.62
1713,340,2024-11-20,Completed,Credit Card,472 Russell Views,Lake Ray,MD,45246,USA,8778.14
1714,507,2024-10-18,Completed,PayPal,198 Elliott Inlet,Dennisbury,RI,55542,USA,4851.14
1715,259,2024-08-10,Completed,Credit Card,540 Gina Fort Suite 137,Port Sarahland,NE,04674,USA,6421.52
1716,958,2024-11-06,Completed,PayPal,989 Kelley Harbors,New Danielle,LA,09473,USA,841.28
1717,505,2024-10-17,Processing,Debit,45435 Zachary Wall,Richardfort,IN,48051,USA,2987.91
1718,622,2024-03-13,Completed,Debit,06476 Joshua Ways Suite 932,Hugheschester,NM,27550,USA,12611.25
1719,972,2024-01-11,Completed,Credit Card,456 Adam Mall,Port Christineville,VA,03573,USA,4477.77
1720,797,2024-07-03,Completed,Credit Card,110 Nicole Park Apt. 667,Lake Ray,PR,54324,USA,7652.18
1721,158,2024-06-23,Completed,Debit,74018 Sanchez Turnpike Apt. 401,Aarontown,KY,72599,USA,6647.9
1722,618,2024-12-24,Completed,Credit Card,329 Baker Springs,Riggstown,AS,70639,USA,4959.3099999999995
1723,338,2023-12-04,Completed,Debit,986 Sarah Rest Suite 481,Lake Amy,VA,55685,USA,5291.3
1724,409,2024-04-12,Completed,Debit,665 George Drive Suite 518,South Lisaland,ID,48506,USA,14977.66
1725,723,2024-05-23,Completed,PayPal,80204 Ford Curve,West Caroline,WI,20889,USA,14041.619999999999
1726,50,2024-08-14,Cancelled,Credit Card,934 Brewer Camp,Leroyview,GU,46335,USA,704.21
1727,632,2024-11-30,Completed,Credit Card,17937 Justin Course,Garyberg,WA,66550,USA,4993.16
1728,136,2023-12-01,Completed,Credit Card,28438 Alexander Pines Suite 007,Jenniferfurt,ME,01395,USA,2022.43
1729,545,2023-11-20,Completed,Credit Card,773 Anderson Run,Brittanytown,GA,16597,USA,1726.82
1730,616,2024-10-27,Completed,PayPal,9881 Dylan Port Suite 916,Nancystad,VA,08660,USA,16509.64
1731,509,2024-12-01,Completed,Debit,905 Mooney Coves Apt. 440,North Leslie,ID,02975,USA,4453.86
1732,148,2023-11-02,Cancelled,Credit Card,7964 Williams Estate Apt. 709,Port Morgan,WI,13319,USA,300.55
1733,649,2024-07-29,Completed,Credit Card,979 Blackwell Wells,Port Christiebury,DE,74563,USA,10748.279999999999
1734,686,2023-05-15,Completed,PayPal,1317 Mcintyre Station,Spearston,OR,28084,USA,6390.139999999999
1735,937,2024-11-25,Completed,Debit,992 Catherine Forest,Rosechester,GU,37696,USA,1850.33
1736,334,2024-11-05,Returned,Debit,22492 Sara Way Suite 045,Jasonchester,MS,96762,USA,4203.52
1737,692,2024-12-22,Completed,Debit,03764 Martin Spurs Apt. 059,North Edward,DE,78899,USA,10778.94
1738,505,2023-09-11,Completed,Credit Card,45435 Zachary Wall,Richardfort,IN,48051,USA,10546.84
1739,910,2023-04-03,Completed,Credit Card,10186 Cynthia Lodge,West Donnaville,LA,44549,USA,4721.61
1740,259,2024-12-21,Processing,Credit Card,540 Gina Fort Suite 137,Port Sarahland,NE,04674,USA,7870.52
1741,653,2024-08-28,Completed,Credit Card,649 Sanchez Creek,Williamtown,MI,88093,USA,1927.88
1742,589,2024-07-25,Completed,PayPal,3934 Simon Camp,Riosbury,AS,52063,USA,1339.7199999999998
1743,809,2023-09-09,Completed,Credit Card,695 Sarah Harbors Apt. 947,Port Kimberly,MO,51039,USA,2790.65
1744,700,2024-03-27,Completed,PayPal,69359 Roberts Mall Suite 991,Grahambury,TX,59538,USA,1286.0
1745,10,2024-11-02,Returned,Credit Card,15862 Yates Lane Suite 501,South Frankmouth,AR,32973,USA,1891.19
1746,136,2024-10-20,Completed,Credit Card,28438 Alexander Pines Suite 007,Jenniferfurt,ME,01395,USA,1562.4099999999999
1747,846,2024-11-09,Completed,PayPal,7430 Lambert Lodge,Port Stephaniefurt,AR,70047,USA,7266.72
1748,187,2024-01-18,Completed,Credit Card,35540 Stanton Roads Apt. 715,Collinsstad,CT,33718,USA,2874.48
1749,745,2023-11-24,Completed,Credit Card,23314 Jones Terrace Suite 811,Tranland,CA,43112,USA,9034.12
1750,345,2024-01-03,Completed,PayPal,7850 Moreno Ferry,Rachelfurt,WA,13827,USA,1101.62
1751,922,2023-11-26,Completed,Debit,70809 Wells Drive Suite 661,West Lauraville,AR,57803,USA,2535.24
1752,717,2024-07-04,Processing,Credit Card,07796 Jenkins Lights,South Adamland,WI,43720,USA,243.45
1753,885,2023-11-26,Returned,Credit Card,8179 Thomas Ports,Lake Christinaberg,MP,02203,USA,907.6
1754,443,2024-09-21,Returned,Debit,8224 Thomas Turnpike Suite 187,New Adam,ND,77974,USA,6883.08
1755,238,2024-01-17,Cancelled,Debit,58102 John Station,Reginaldport,NC,97400,USA,985.08
1756,553,2024-06-09,Completed,Debit,8560 Joseph Flats Apt. 296,Christopherberg,VI,81997,USA,9380.86
1757,798,2023-06-23,Completed,Credit Card,1379 Martin Parkways,Cliffordborough,UT,61579,USA,8543.8
1758,117,2024-12-16,Completed,Debit,5242 Cindy Forks Apt. 730,Diazton,NJ,02678,USA,2446.0699999999997
1759,939,2024-12-11,Processing,Credit Card,9360 Whitney Roads,West April,AL,05785,USA,142.26
1760,866,2024-12-27,Completed,Credit Card,887 White Road Suite 656,Michelleview,RI,13448,USA,733.64
1761,797,2024-09-29,Completed,Credit Card,110 Nicole Park Apt. 667,Lake Ray,PR,54324,USA,5788.78
1762,454,2024-11-23,Completed,Debit,257 Hess Squares Suite 507,East Lee,NC,05633,USA,3863.5
1763,433,2024-11-07,Completed,PayPal,0706 Walter Square Apt. 196,Jenniferberg,CT,82774,USA,878.97
1764,958,2024-10-05,Processing,PayPal,989 Kelley Harbors,New Danielle,LA,09473,USA,8286.08
1765,225,2023-12-09,Completed,Debit,8986 Katherine Light Suite 106,West Sandra,AK,57787,USA,4940.5
1766,600,2024-12-11,Completed,PayPal,61450 Bradley Locks,West Aaron,GU,31183,USA,5782.41
1767,506,2024-10-12,Completed,PayPal,1701 Mclean Tunnel Apt. 048,Valeriechester,GA,75643,USA,1393.81
1768,10,2024-11-11,Completed,PayPal,15862 Yates Lane Suite 501,South Frankmouth,AR,32973,USA,1040.26
1769,626,2023-12-19,Completed,Credit Card,0681 Dyer Green Suite 414,Powersfort,DE,65806,USA,5270.81
1770,477,2024-10-07,Processing,Debit,605 Freeman River Apt. 752,New Bradleyfort,WY,99407,USA,3819.67
1771,470,2024-03-20,Completed,Credit Card,927 Lambert Loop Apt. 153,Ramseychester,OR,55754,USA,11845.69
1772,434,2023-11-04,Completed,PayPal,70214 Hector Ridge Suite 504,Moodyview,MD,06715,USA,239.88
1773,958,2024-10-30,Completed,Credit Card,989 Kelley Harbors,New Danielle,LA,09473,USA,11842.2
1774,629,2024-08-07,Completed,Credit Card,772 Sandra Parkways,Greerburgh,MN,48973,USA,773.86
1775,310,2024-11-06,Completed,PayPal,96480 Watson Manors,Lake Ashleyshire,VT,08681,USA,5069.42
1776,708,2024-08-17,Completed,Credit Card,44807 Michael Mountains,Port Amanda,MS,98855,USA,7496.0599999999995
1777,489,2024-12-19,Completed,PayPal,22636 Hunter Alley Suite 498,Howardbury,LA,82136,USA,3130.8199999999997
1778,821,2023-08-10,Completed,Credit Card,55091 Martin Corner,North Ginabury,NC,45573,USA,3847.96
1779,264,2024-11-13,Completed,Debit,43807 Jaime Meadows Apt. 370,Port Bryan,TX,76406,USA,2288.0299999999997
1780,821,2023-08-25,Completed,Credit Card,55091 Martin Corner,North Ginabury,NC,45573,USA,5341.54
1781,490,2024-12-27,Completed,PayPal,210 William Inlet Suite 456,New Jessica,CT,35559,USA,5780.389999999999
1782,695,2024-07-07,Completed,PayPal,8051 Hamilton Bridge Apt. 740,Port Regina,MN,88929,USA,2047.37
1783,845,2023-06-16,Completed,Credit Card,92266 Hernandez Estates,Jasontown,NM,78235,USA,3379.52
1784,808,2024-06-21,Completed,Credit Card,5573 Patel Rapids Suite 095,Peterborough,NC,23084,USA,965.29
1785,959,2024-10-18,Processing,PayPal,38325 Mark Extensions Apt. 630,Lauraton,MD,64683,USA,2575.75
1786,889,2024-11-24,Completed,Credit Card,538 Wall Lights Suite 790,Jonesside,UT,07185,USA,24009.510000000002
1787,383,2023-07-08,Processing,Credit Card,790 Kenneth Pike Apt. 844,South Brianport,MI,77520,USA,4403.0
1788,505,2023-12-02,Completed,PayPal,114 Wagner Square,East Reginaldhaven,NJ,95614,USA,2375.02
1789,847,2024-10-18,Completed,Credit Card,26387 Gutierrez Pike Suite 941,Evanville,NJ,48630,USA,2638.85
1790,402,2024-06-09,Completed,Credit Card,03392 Alexander Club,West Mark,VT,28409,USA,517.26
1791,190,2023-11-11,Completed,PayPal,82616 Joseph Summit Suite 820,East Brookechester,GA,21627,USA,3403.78
1792,685,2023-10-19,Completed,Credit Card,8057 Stephanie Rapid Apt. 741,New Theresafort,PW,54370,USA,10947.95
1793,505,2024-08-10,Completed,Credit Card,4693 Novak Groves,Lake Justin,FM,04917,USA,3620.63
1794,197,2023-11-23,Cancelled,Credit Card,583 Kayla Viaduct,New Richard,UT,53597,USA,882.74
1795,687,2024-05-07,Completed,Credit Card,9904 Sutton Green Apt. 645,Leachstad,AL,45555,USA,1751.81
1796,434,2024-05-15,Completed,Debit,70214 Hector Ridge Suite 504,Moodyview,MD,06715,USA,11826.2
1797,740,2024-11-14,Completed,Debit,6207 Duran Road,Sarahstad,NJ,68812,USA,3772.3199999999997
1798,942,2023-11-02,Completed,Credit Card,92456 Hickman Ports,Carolynshire,NE,99198,USA,1951.76
1799,481,2024-09-15,Completed,Credit Card,9769 Thomas Crest,Padillaborough,HI,08648,USA,3660.73
1800,397,2024-08-01,Completed,Credit Card,9906 Nguyen Lock Apt. 646,Derekview,DE,61371,USA,513.9
1801,376,2024-01-13,Completed,Credit Card,5023 Becker Views Apt. 138,Lake Julie,AS,40080,USA,3972.9300000000003
1802,200,2024-10-08,Completed,Credit Card,250 Jasmine Heights Apt. 788,Gatesberg,PA,75381,USA,3965.6800000000003
1803,323,2023-09-03,Completed,Credit Card,12422 Bass Manors Suite 450,Alexandrahaven,SD,12798,USA,6856.73
1804,833,2024-09-11,Cancelled,Credit Card,20165 Douglas Rapid Apt. 136,Lake Melodyview,OH,11568,USA,16342.080000000002
1805,180,2023-12-29,Completed,PayPal,29573 David Radial,Kristinborough,TX,91842,USA,14754.52
1806,203,2024-10-07,Processing,Credit Card,422 Rebecca Ridge,Brianburgh,KS,09883,USA,1492.82
1807,299,2024-12-03,Completed,Credit Card,669 Robertson Fort Apt. 671,Johnsonborough,NE,40071,USA,994.48
1808,824,2024-11-26,Completed,Credit Card,635 Young Bypass,Allisonview,NH,47533,USA,1972.5
1809,351,2024-11-27,Processing,Debit,326 Hopkins Square,Sullivanhaven,GA,99892,USA,1148.43
1810,764,2024-12-31,Completed,Credit Card,88990 Amber Island,New Chasehaven,KS,15322,USA,7612.16
1811,910,2024-03-30,Completed,PayPal,2808 Davis Springs,West Cody,ME,33719,USA,8549.599999999999
1812,110,2024-10-24,Processing,Credit Card,259 White Grove Apt. 368,North Christopherview,GA,62237,USA,6673.5
1813,707,2024-12-14,Processing,Debit,2968 Sean Flats Suite 740,Lake Robert,WY,03311,USA,4201.1
1814,363,2024-09-25,Completed,Credit Card,6656 Ruiz Cliffs,Bakerland,MN,47589,USA,5633.53
1815,432,2024-10-28,Completed,Debit,3726 Johnson Knolls,Robertsonfort,ID,74818,USA,10035.28
1816,654,2024-12-16,Cancelled,Credit Card,478 Robinson Keys Suite 526,South Albertview,KS,93260,USA,4175.44
1817,756,2024-12-14,Completed,Debit,072 David Key,Lake Kennethshire,AS,70948,USA,1719.6
1818,794,2023-11-01,Completed,PayPal,4000 Mcmahon Meadow Suite 899,Port Lisa,VA,31714,USA,2176.01
1819,874,2024-07-21,Completed,Debit,54324 Charles Trail Apt. 668,Sheriton,FL,40548,USA,14855.82
1820,158,2024-11-06,Completed,PayPal,74018 Sanchez Turnpike Apt. 401,Aarontown,KY,72599,USA,2787.3500000000004
1821,863,2024-11-21,Completed,PayPal,327 White Mountain,Petersborough,NC,15528,USA,1733.53
1822,410,2024-04-26,Cancelled,Credit Card,01059 Manuel Motorway Suite 803,Crawfordtown,PA,50094,USA,624.92
1823,84,2023-05-04,Completed,Debit,1165 Warner Junctions,West Erica,UT,90070,USA,2573.98
